	HvsL	HvsL	HvsL	HvsL	HvsL
pseudo_11651	pseudo_transcript_0	0.962858069	0.000805647	5	5
pseudo_11652	pseudo_transcript_0	0.129746724	-0.339290669	5	5
pseudo_11653	pseudo_transcript_0	0.927014931	-0.018963537	4	4
pseudo_11654	pseudo_transcript_0	0.993365192	-0.165677863	5	5
pseudo_11655	pseudo_transcript_0	0.409424378	0.094069228	5	5
pseudo_11656	pseudo_transcript_0	0.150909948	0.170388694	4	4
pseudo_11657	pseudo_transcript_0	0.317133379	0.058878336	5	5
pseudo_11658	pseudo_transcript_0	0.663630936	-0.084908342	5	5
pseudo_11659	pseudo_transcript_0	0.076662165	0.438654989	5	5
pseudo_1166	pseudo_transcript_0	0.446730571	0.11094718	5	5
pseudo_11660	pseudo_transcript_0	0.906003122	-0.067643316	5	5
pseudo_11661	pseudo_transcript_1	0.069991117	0.208480588	5	5
pseudo_11662	pseudo_transcript_0	0.511759497	-0.089609577	5	5
pseudo_11663	pseudo_transcript_0	0.614560849	0.051746053	4	4
pseudo_11664	pseudo_transcript_0	0.760860664	-0.115602622	5	5
pseudo_11665	pseudo_transcript_0	0.318341721	0.118810218	5	5
pseudo_11666	pseudo_transcript_0	0.867911501	0.276272754	5	5
pseudo_11667	pseudo_transcript_0	0.338504174	0.099922415	5	5
pseudo_11668	pseudo_transcript_0	0.199749789	0.177874387	5	5
pseudo_11669	pseudo_transcript_0	0.069266306	0.244747619	4	4
pseudo_1167	pseudo_transcript_0	0.894154217	-0.042996806	5	5
pseudo_11670	pseudo_transcript_0	1	0.00827586	5	5
pseudo_11671	pseudo_transcript_0	0.392637977	0.078813968	5	5
pseudo_11672	pseudo_transcript_0	0.733775321	0.04269966	5	5
pseudo_11673	pseudo_transcript_0	0.487982888	-0.084307257	5	5
pseudo_11674	pseudo_transcript_0	0.661218217	-0.115270437	5	5
pseudo_11675	pseudo_transcript_0	0.355991026	0.098851772	5	5
pseudo_11676	pseudo_transcript_0	0.929761187	0.00557419	5	5
pseudo_11677	pseudo_transcript_0	0.398651025	0.223821551	5	5
pseudo_11678	pseudo_transcript_0	0.43392226	0.087009615	5	5
pseudo_11679	pseudo_transcript_0	0.407538409	-0.104696227	5	5
pseudo_1168	pseudo_transcript_0	0.068211056	0.239326659	5	5
pseudo_11680	pseudo_transcript_0	0.431483685	-0.05553414	5	5
pseudo_11681	pseudo_transcript_0	0.852233559	0.120387045	5	5
pseudo_11682	pseudo_transcript_0	0.567245465	-0.001547002	5	5
pseudo_11683	pseudo_transcript_0	0.193124783	-0.226282137	5	5
pseudo_11684	pseudo_transcript_0	0.075424516	0.486281524	5	5
pseudo_11685	pseudo_transcript_0	0.877081429	0.029124169	5	5
pseudo_11686	pseudo_transcript_0	0.378746591	-0.165670572	4	4
pseudo_11687	pseudo_transcript_0	0.600938814	0.054370201	5	5
pseudo_11688	pseudo_transcript_0	0.726273745	-0.044589019	5	5
pseudo_11689	pseudo_transcript_0	0.730021304	-0.095442508	5	5
pseudo_1169	pseudo_transcript_0	0.169781964	0.385548961	5	5
pseudo_11690	pseudo_transcript_0	0.765298789	-0.013685435	5	5
pseudo_11691	pseudo_transcript_0	0.123954489	0.216027005	5	5
pseudo_11692	pseudo_transcript_0	0.357292537	-0.112864334	5	5
pseudo_11693	pseudo_transcript_0	0.295251292	-0.22677083	4	4
pseudo_11694	pseudo_transcript_0	0.33599217	-0.122759889	5	5
pseudo_11695	pseudo_transcript_0	0.674531077	0.10737457	5	5
pseudo_11696	pseudo_transcript_0	0.626639423	0.100377944	5	5
pseudo_11697	pseudo_transcript_0	0.968823978	-0.084470047	5	5
pseudo_11698	pseudo_transcript_0	0.174747816	-0.177801543	5	5
pseudo_11699	pseudo_transcript_0	0.907321009	0.053577125	5	5
pseudo_117	pseudo_transcript_0	0.492690036	-0.088071751	5	5
pseudo_1170	pseudo_transcript_0	0.495159031	-0.158556994	4	4
pseudo_11700	pseudo_transcript_0	0.750115335	-0.01118638	5	5
pseudo_11701	pseudo_transcript_0	0.941665081	-0.030738852	5	5
pseudo_11702	pseudo_transcript_0	0.240663313	-0.19031419	5	5
pseudo_11703	pseudo_transcript_0	0.984740695	-0.046642533	5	5
pseudo_11704	pseudo_transcript_0	0.168492915	-0.182820016	5	5
pseudo_11705	pseudo_transcript_0	0.841813544	0.253442601	5	5
pseudo_11706	pseudo_transcript_0	0.850277783	0.117315973	5	5
pseudo_11707	pseudo_transcript_0	0.873149366	0.058312951	5	5
pseudo_11708	pseudo_transcript_0	0.785044231	0.040266293	5	5
pseudo_11709	pseudo_transcript_0	0.0415347	-0.38055699	5	5
pseudo_1171	pseudo_transcript_0	0.432945875	0.160558673	5	5
pseudo_11710	pseudo_transcript_0	0.109985713	0.244995167	5	5
pseudo_11711	pseudo_transcript_0	0.154794632	-0.20305362	5	5
pseudo_11712	pseudo_transcript_1	0.258088377	0.169828208	5	5
pseudo_11713	pseudo_transcript_0	0.026457328	-0.269616248	5	5
pseudo_11714	pseudo_transcript_0	0.974791633	0.157743434	5	5
pseudo_11715	pseudo_transcript_0	0.362528491	-0.0899558	5	5
pseudo_11716	pseudo_transcript_0	0.43392226	-0.080367755	5	5
pseudo_11717	pseudo_transcript_0	0.399115852	-0.211083208	5	5
pseudo_11718	pseudo_transcript_0	0.978770874	0.003672483	5	5
pseudo_11719	pseudo_transcript_0	0.382588149	-0.173224146	5	5
pseudo_1172	pseudo_transcript_0	0.261605152	-0.195125552	5	5
pseudo_11720	pseudo_transcript_0	0.126618142	0.178926877	5	5
pseudo_11721	pseudo_transcript_0	0.774834872	-0.118057841	5	5
pseudo_11722	pseudo_transcript_0	0.964846491	-0.032259189	5	5
pseudo_11723	pseudo_transcript_0	0.789522596	-0.337392139	5	5
pseudo_11724	pseudo_transcript_0	0.629674687	0.009843398	4	4
pseudo_11725	pseudo_transcript_0	0.334324184	0.223624084	5	5
pseudo_11726	pseudo_transcript_0	0.425180696	-0.075715701	5	5
pseudo_11727	pseudo_transcript_0	0.022952784	0.202532282	4	4
pseudo_11728	pseudo_transcript_1	0.394020701	-0.243872081	5	5
pseudo_11729	pseudo_transcript_0	0.249440299	0.226145067	5	5
pseudo_1173	pseudo_transcript_0	0.632319325	0.082660239	4	4
pseudo_11730	pseudo_transcript_0	0.212883319	-0.328908505	5	5
pseudo_11731	pseudo_transcript_0	0.929100295	-0.018515908	5	5
pseudo_11732	pseudo_transcript_0	0.699612496	-0.029559274	5	5
pseudo_11733	pseudo_transcript_0	0.099279664	0.165241899	4	4
pseudo_11734	pseudo_transcript_0	0.047897122	-0.321579751	5	5
pseudo_11735	pseudo_transcript_0	0.238337905	-0.14396038	5	5
pseudo_11736	pseudo_transcript_0	0.431157779	-0.069580421	4	4
pseudo_11737	pseudo_transcript_0	0.924475448	0.001745335	5	5
pseudo_11738	pseudo_transcript_0	0.406127338	0.171126781	5	5
pseudo_11739	pseudo_transcript_0	0.170818515	0.23534142	5	5
pseudo_1174	pseudo_transcript_0	0.159427781	0.167850561	5	5
pseudo_11740	pseudo_transcript_0	0.906662033	0.008826641	5	5
pseudo_11741	pseudo_transcript_0	0.630180399	0.069768692	5	5
pseudo_11742	pseudo_transcript_0	0.417020001	-0.109870412	5	5
pseudo_11743	pseudo_transcript_0	0.942326815	-0.019845521	5	5
pseudo_11744	pseudo_transcript_0	0.243340439	0.16362175	5	5
pseudo_11745	pseudo_transcript_0	0.602096643	0.057936142	5	5
pseudo_11746	pseudo_transcript_0	0.944974147	-0.0568104	5	5
pseudo_11747	pseudo_transcript_0	0.324020473	-0.170936378	5	5
pseudo_11748	pseudo_transcript_0	0.758328111	-0.089231712	5	5
pseudo_11749	pseudo_transcript_0	0.044093009	0.191410954	5	5
pseudo_1175	pseudo_transcript_0	0.461773202	0.007203373	5	5
pseudo_11750	pseudo_transcript_0	0.983413983	0.043580264	5	5
pseudo_11751	pseudo_transcript_0	0.482893982	0.187878395	4	4
pseudo_11752	pseudo_transcript_0	0.779296792	0.071514145	5	5
pseudo_11753	pseudo_transcript_0	0.519278087	0.199240616	5	5
pseudo_11754	pseudo_transcript_0	0.047151979	0.324650045	5	5
pseudo_11755	pseudo_transcript_0	0.795932305	-0.063264681	5	5
pseudo_11756	pseudo_transcript_0	0.231179984	0.177789328	4	4
pseudo_11757	pseudo_transcript_0	0.144916688	0.193999412	5	5
pseudo_11758	pseudo_transcript_0	0.509621811	0.110938032	5	5
pseudo_11759	pseudo_transcript_0	0.650404784	-0.06021089	5	5
pseudo_1176	pseudo_transcript_0	0.87445971	0.030689032	5	5
pseudo_11760	pseudo_transcript_0	0.273809262	0.184080213	5	5
pseudo_11761	pseudo_transcript_0	0.686162674	-0.037336731	4	4
pseudo_11762	pseudo_transcript_0	0.048652137	-0.387641902	5	5
pseudo_11763	pseudo_transcript_0	0.18610835	-0.183563245	5	5
pseudo_11764	pseudo_transcript_0	0.463800039	-0.153851112	5	5
pseudo_11765	pseudo_transcript_0	0.398651025	0.129592959	5	5
pseudo_11766	pseudo_transcript_0	0.281538547	0.082310417	5	5
pseudo_11767	pseudo_transcript_0	0.160664294	-0.12240403	5	5
pseudo_11768	pseudo_transcript_0	0.09107983	-0.225187516	5	5
pseudo_11769	pseudo_transcript_0	0.055907589	0.253248208	5	5
pseudo_1177	pseudo_transcript_0	0.093981166	0.295346168	5	5
pseudo_11770	pseudo_transcript_0	0.948284162	0.019267164	5	5
pseudo_11771	pseudo_transcript_0	0.007771897	-0.370081867	5	5
pseudo_11772	pseudo_transcript_0	0.178207452	-0.228048456	5	5
pseudo_11773	pseudo_transcript_0	0.505892139	-0.160411513	5	5
pseudo_11774	pseudo_transcript_0	0.576860482	0.105456642	5	5
pseudo_11775	pseudo_transcript_0	0.640259189	0.021527	5	5
pseudo_11776	pseudo_transcript_0	0.852885687	0.015516481	5	5
pseudo_11777	pseudo_transcript_0	0.970149985	0.036161111	5	5
pseudo_11778	pseudo_transcript_0	0.860065635	-0.030640535	5	5
pseudo_11779	pseudo_transcript_0	0.841813544	-0.026095085	5	5
pseudo_1178	pseudo_transcript_0	0.822998912	-0.211910666	5	5
pseudo_11780	pseudo_transcript_0	0.363405799	0.151649382	5	5
pseudo_11781	pseudo_transcript_0	0.201505038	-0.11599556	5	5
pseudo_11782	pseudo_transcript_0	0.113925007	-0.264798256	5	5
pseudo_11783	pseudo_transcript_0	0.990711371	0.008322342	5	5
pseudo_11784	pseudo_transcript_0	0.431970763	0.010771868	5	5
pseudo_11785	pseudo_transcript_0	0.578565192	-0.069637313	5	5
pseudo_11786	pseudo_transcript_0	0.723451178	-0.157733825	4	4
pseudo_11787	pseudo_transcript_0	0.764664295	-0.094343711	5	5
pseudo_11788	pseudo_transcript_0	0.782038579	0.078518614	4	4
pseudo_11789	pseudo_transcript_0	0.042968523	0.611592103	5	5
pseudo_1179	pseudo_transcript_0	0.809437114	0.035909558	5	5
pseudo_11790	pseudo_transcript_0	0.366283338	0.089162082	4	4
pseudo_11791	pseudo_transcript_0	0.422770861	0.17387777	5	5
pseudo_11792	pseudo_transcript_0	0.922494142	-0.056557951	5	5
pseudo_11793	pseudo_transcript_0	0.305669023	0.123766046	4	4
pseudo_11794	pseudo_transcript_0	0.906662033	0.017827236	5	5
pseudo_11795	pseudo_transcript_0	0.144687526	0.390785981	5	5
pseudo_11796	pseudo_transcript_0	0.122538437	0.18711779	5	5
pseudo_11797	pseudo_transcript_0	0.741302399	-0.037919422	5	5
pseudo_11798	pseudo_transcript_0	0.950270604	0.038031085	5	5
pseudo_11799	pseudo_transcript_0	0.548249043	-0.112812643	5	5
pseudo_118	pseudo_transcript_0	0.985404067	0.233334651	5	5
pseudo_1180	pseudo_transcript_0	0.358597041	-0.004496051	5	5
pseudo_11800	pseudo_transcript_0	0.341028202	-0.148916293	5	5
pseudo_11801	pseudo_transcript_0	0.717555015	-0.066172449	5	5
pseudo_11802	pseudo_transcript_0	0.561065173	0.026383583	5	5
pseudo_11803	pseudo_transcript_0	0.2501246	-0.293896724	5	5
pseudo_11804	pseudo_transcript_0	0.12415782	-0.196436633	5	5
pseudo_11805	pseudo_transcript_0	0.881016528	-0.035854327	5	5
pseudo_11806	pseudo_transcript_0	0.043831331	0.215798158	5	5
pseudo_11807	pseudo_transcript_0	0.7927257	0.072852646	5	5
pseudo_11808	pseudo_transcript_0	0.093981166	-0.295108797	5	5
pseudo_11809	pseudo_transcript_0	0.762127904	-0.009106243	5	5
pseudo_1181	pseudo_transcript_0	0.13336464	0.199179427	5	5
pseudo_11810	pseudo_transcript_0	0.401444879	-0.077996272	5	5
pseudo_11811	pseudo_transcript_0	0.125588434	0.277597723	5	5
pseudo_11812	pseudo_transcript_0	0.911935599	-0.068011197	5	5
pseudo_11813	pseudo_transcript_1	0.343988092	0.020354979	5	5
pseudo_11814	pseudo_transcript_0	0.104723595	0.200907807	5	5
pseudo_11815	pseudo_transcript_0	0.63847568	-0.115692231	5	5
pseudo_11816	pseudo_transcript_1	0.340185523	0.081148347	5	5
pseudo_11817	pseudo_transcript_0	0.7119694	0.049121404	5	5
pseudo_11818	pseudo_transcript_0	0.513901853	0.061757555	5	5
pseudo_11819	pseudo_transcript_0	0.516048866	0.153400712	5	5
pseudo_1182	pseudo_transcript_0	0.575725326	0.117776042	5	5
pseudo_11820	pseudo_transcript_1	0.747593966	-0.125962315	5	5
pseudo_11821	pseudo_transcript_0	0.850277783	-0.041451091	5	5
pseudo_11822	pseudo_transcript_0	0.708254203	0.052855195	5	5
pseudo_11823	pseudo_transcript_0	0.730021304	-0.098536691	5	5
pseudo_11824	pseudo_transcript_0	0.694077503	0.010359148	5	5
pseudo_11825	pseudo_transcript_0	0.554360425	0.324055579	5	5
pseudo_11826	pseudo_transcript_0	0.518200522	-0.143143669	5	5
pseudo_11827	pseudo_transcript_0	0.270903282	-0.204023119	5	5
pseudo_11828	pseudo_transcript_0	0.513901853	0.156926895	5	5
pseudo_11829	pseudo_transcript_0	0.659693383	-0.089704662	4	4
pseudo_1183	pseudo_transcript_0	0.89283908	-0.045549232	5	5
pseudo_11830	pseudo_transcript_0	0.812016039	-0.075216441	5	5
pseudo_11831	pseudo_transcript_0	0.984740695	0.113575467	5	5
pseudo_11832	pseudo_transcript_0	0.202681436	-0.275651709	5	5
pseudo_11833	pseudo_transcript_0	0.964183659	0.056698755	5	5
pseudo_11834	pseudo_transcript_0	0.075972554	-0.27533299	5	5
pseudo_11835	pseudo_transcript_0	0.061343851	0.217967954	5	5
pseudo_11836	pseudo_transcript_0	0.206240636	-0.199132373	5	5
pseudo_11837	pseudo_transcript_0	0.994028659	-0.096165431	5	5
pseudo_11838	pseudo_transcript_0	0.675746483	-0.00522529	5	5
pseudo_11839	pseudo_transcript_0	0.216571057	0.170033956	5	5
pseudo_1184	pseudo_transcript_0	0.674531077	0.08510739	5	5
pseudo_11840	pseudo_transcript_0	0.087016622	-0.265304414	5	5
pseudo_11841	pseudo_transcript_0	0.054221822	-0.349829198	5	5
pseudo_11842	pseudo_transcript_0	0.664838606	-0.15255171	5	5
pseudo_11843	pseudo_transcript_0	0.016550033	0.392618634	5	5
pseudo_11844	pseudo_transcript_0	0.961532582	0.05118285	5	5
pseudo_11845	pseudo_transcript_0	0.514974779	0.062691632	5	5
pseudo_11846	pseudo_transcript_0	0.325851711	0.069373395	4	4
pseudo_11847	pseudo_transcript_0	0.539312479	0.065369677	2	2
pseudo_11848	pseudo_transcript_0	0.577996692	-0.073762884	5	5
pseudo_11849	pseudo_transcript_0	0.966172228	-0.095779581	5	5
pseudo_1185	pseudo_transcript_0	0.599608921	0.053188634	4	4
pseudo_11850	pseudo_transcript_0	0.861372342	0.022366618	5	5
pseudo_11851	pseudo_transcript_0	0.644428787	0.021241899	5	5
pseudo_11852	pseudo_transcript_0	0.289414552	-0.117814242	5	5
pseudo_11853	pseudo_transcript_0	0.154794632	-0.302616663	5	5
pseudo_11854	pseudo_transcript_0	0.546035003	-0.103421757	5	5
pseudo_11855	pseudo_transcript_0	0.012000105	-0.35861517	5	5
pseudo_11856	pseudo_transcript_0	0.432792471	-0.098466667	4	4
pseudo_11857	pseudo_transcript_0	0.806421801	-0.031995551	4	4
pseudo_11858	pseudo_transcript_0	0.663027428	0.01743493	5	5
pseudo_11859	pseudo_transcript_0	0.341872216	0.007706212	5	5
pseudo_1186	pseudo_transcript_0	0.905344275	0.015864809	5	5
pseudo_11860	pseudo_transcript_0	0.630771392	-0.18383709	5	5
pseudo_11861	pseudo_transcript_0	0.208337685	-0.11921776	5	5
pseudo_11862	pseudo_transcript_0	0.535031735	-0.12162864	5	5
pseudo_11863	pseudo_transcript_0	0.481226729	-0.119507244	5	5
pseudo_11864	pseudo_transcript_0	0.157708776	0.127729237	5	5
pseudo_11865	pseudo_transcript_0	0.545482186	-0.052781865	5	5
pseudo_11866	pseudo_transcript_0	0.334740679	-0.183108013	5	5
pseudo_11867	pseudo_transcript_0	0.178475674	0.404353548	5	5
pseudo_11868	pseudo_transcript_0	0.430024361	-0.082432771	5	5
pseudo_11869	pseudo_transcript_0	0.10723842	-0.402780156	5	5
pseudo_1187	pseudo_transcript_0	0.123346054	-0.460419543	5	5
pseudo_11870	pseudo_transcript_0	0.923154525	0.05412853	5	5
pseudo_11871	pseudo_transcript_0	0.390798927	-0.320108548	5	5
pseudo_11872	pseudo_transcript_0	0.944312256	0.016613131	5	5
pseudo_11873	pseudo_transcript_0	0.889552533	-0.001152154	5	5
pseudo_11874	pseudo_transcript_0	0.315526941	-0.229784872	5	5
pseudo_11875	pseudo_transcript_1	0.207689286	-0.203875235	2	2
pseudo_11876	pseudo_transcript_1	0.061690433	-0.247003884	5	5
pseudo_11877	pseudo_transcript_0	0.649806164	0.057171839	5	5
pseudo_11878	pseudo_transcript_0	0.116032334	0.319237354	5	5
pseudo_11879	pseudo_transcript_0	0.934388759	0.011159054	5	5
pseudo_1188	pseudo_transcript_0	0.503236909	0.033830661	5	5
pseudo_11880	pseudo_transcript_0	0.878415163	0.03675271	4	4
pseudo_11881	pseudo_transcript_0	0.521387479	0.075404092	4	4
pseudo_11882	pseudo_transcript_0	0.627034789	0.192425553	4	4
pseudo_11883	pseudo_transcript_1	0.479158202	0.096830008	5	5
pseudo_11884	pseudo_transcript_0	0.348672375	0.069041704	5	5
pseudo_11885	pseudo_transcript_0	0.467358896	0.067275905	5	5
pseudo_11886	pseudo_transcript_0	0.165429185	-0.375506037	5	5
pseudo_11887	pseudo_transcript_0	0.710730236	0.121597963	5	5
pseudo_11888	pseudo_transcript_0	0.850929607	-0.085304507	5	5
pseudo_11889	pseudo_transcript_0	0.620169975	0.074387757	5	5
pseudo_1189	pseudo_transcript_0	0.495841605	-0.030163058	5	5
pseudo_11890	pseudo_transcript_0	0.132078917	0.217055448	5	5
pseudo_11891	pseudo_transcript_0	0.020838166	-0.385387396	5	5
pseudo_11892	pseudo_transcript_0	0.237676426	0.053075118	5	5
pseudo_11893	pseudo_transcript_0	0.913914199	-0.023404309	5	5
pseudo_11894	pseudo_transcript_0	0.201211718	0.239762152	5	5
pseudo_11895	pseudo_transcript_1	0.170040659	-0.178834331	5	5
pseudo_11896	pseudo_transcript_0	0.038631704	0.196128483	5	5
pseudo_11897	pseudo_transcript_0	0.864640763	-0.054956053	5	5
pseudo_11898	pseudo_transcript_0	0.600938814	-0.065548924	5	5
pseudo_11899	pseudo_transcript_0	0.65100363	0.089613473	5	5
pseudo_119	pseudo_transcript_0	0.822998912	0.065966606	5	5
pseudo_1190	pseudo_transcript_0	0.478125762	-0.167141869	5	5
pseudo_11900	pseudo_transcript_1	0.129957412	-0.20417799	5	5
pseudo_11901	pseudo_transcript_0	0.602675935	-0.061693652	5	5
pseudo_11902	pseudo_transcript_0	0.499003901	0.203445353	5	5
pseudo_11903	pseudo_transcript_0	0.157708776	0.097161371	5	5
pseudo_11904	pseudo_transcript_0	0.584184973	-0.072361568	4	4
pseudo_11905	pseudo_transcript_0	0.453715511	-0.16884024	5	5
pseudo_11906	pseudo_transcript_0	0.217007995	-0.175179493	4	4
pseudo_11907	pseudo_transcript_0	0.616653493	0.062753077	5	5
pseudo_11908	pseudo_transcript_0	0.72939626	-0.205105738	5	5
pseudo_11909	pseudo_transcript_0	0.079045105	-0.243559477	5	5
pseudo_1191	pseudo_transcript_0	0.772924885	-0.156489394	5	5
pseudo_11910	pseudo_transcript_0	0.521436681	-0.116748401	5	5
pseudo_11911	pseudo_transcript_0	0.808792704	-0.074197808	5	5
pseudo_11912	pseudo_transcript_0	0.933066363	-0.057090997	5	5
pseudo_11913	pseudo_transcript_0	0.020025384	0.295471613	5	5
pseudo_11914	pseudo_transcript_0	0.813306268	0.108294229	5	5
pseudo_11915	pseudo_transcript_0	0.462786002	0.115467549	5	5
pseudo_11916	pseudo_transcript_0	0.614898538	-0.070680003	5	5
pseudo_11917	pseudo_transcript_0	0.843114571	-0.086794714	5	5
pseudo_11918	pseudo_transcript_0	0.103660249	-0.282643107	5	5
pseudo_11919	pseudo_transcript_0	0.157464354	-0.431753688	5	5
pseudo_1192	pseudo_transcript_0	0.687334632	0.026219676	5	5
pseudo_11920	pseudo_transcript_0	0.766568248	0.038847752	5	5
pseudo_11921	pseudo_transcript_0	0.009542783	0.394729178	5	5
pseudo_11922	pseudo_transcript_0	0.393559466	-0.036039294	5	5
pseudo_11923	pseudo_transcript_0	0.772288527	-0.016752975	5	5
pseudo_11924	pseudo_transcript_0	0.258438572	-0.139079833	5	5
pseudo_11925	pseudo_transcript_0	0.211056546	0.040133082	5	5
pseudo_11926	pseudo_transcript_1	0.852233559	0.088201595	5	5
pseudo_11927	pseudo_transcript_0	0.483300107	-0.083835643	5	5
pseudo_11928	pseudo_transcript_0	0.967498058	0.019405967	5	5
pseudo_11929	pseudo_transcript_0	0.353596364	-0.157947976	4	4
pseudo_1193	pseudo_transcript_0	0.010183985	-0.324487475	5	5
pseudo_11930	pseudo_transcript_0	0.485378326	-0.082634916	5	5
pseudo_11931	pseudo_transcript_0	0.089342538	0.212194839	5	5
pseudo_11932	pseudo_transcript_0	0.849170414	0.058839069	4	4
pseudo_11933	pseudo_transcript_0	0.790162934	-0.086669857	5	5
pseudo_11934	pseudo_transcript_0	0.652201998	-0.075088805	5	5
pseudo_11935	pseudo_transcript_0	0.129957412	-0.370595318	5	5
pseudo_11936	pseudo_transcript_0	0.724402412	0.02593995	5	5
pseudo_11937	pseudo_transcript_0	0.545482186	-0.11580188	5	5
pseudo_11938	pseudo_transcript_0	0.476064535	0.069594596	5	5
pseudo_11939	pseudo_transcript_0	0.144687526	0.22926006	5	5
pseudo_1194	pseudo_transcript_0	0.16315904	-0.280550644	5	5
pseudo_11940	pseudo_transcript_0	0.740674185	0.005128439	5	5
pseudo_11941	pseudo_transcript_0	0.199167195	-0.164397509	5	5
pseudo_11942	pseudo_transcript_0	0.978107628	0.003522354	5	5
pseudo_11943	pseudo_transcript_0	0.747593966	-0.173938916	5	5
pseudo_11944	pseudo_transcript_0	0.312330127	-0.116844149	5	5
pseudo_11945	pseudo_transcript_0	0.640854155	0.141649264	5	5
pseudo_11946	pseudo_transcript_0	0.006082235	-0.460366985	5	5
pseudo_11947	pseudo_transcript_0	0.295898064	0.156635513	5	5
pseudo_11948	pseudo_transcript_0	0.483819209	-0.06635795	5	5
pseudo_11949	pseudo_transcript_0	0.320839907	-0.215403272	4	4
